"행정구역","2022년08월_계_총인구수","2022년08월_계_연령구간인구수","2022년08월_계_0세","2022년08월_남_총인구수","2022년08월_남_연령구간인구수","2022년08월_남_0세","2022년08월_여_총인구수","2022년08월_여_연령구간인구수","2022년08월_여_0세"
"전라남도 목포시 (4611000000)","217,257","763","763","108,029","391","391","109,228","372","372"
"전라남도 목포시 용당1동(4611051000)","10,096","19","19","5,041","8","8","5,055","11","11"
"전라남도 목포시 용당2동(4611052000)","4,910","3","3","2,475","2","2","2,435","1","1"
"전라남도 목포시 연동(4611053500)","4,460","7","7","2,244","5","5","2,216","2","2"
"전라남도 목포시 산정동(4611054500)","9,256","37","37","4,497","22","22","4,759","15","15"
"전라남도 목포시 연산동(4611055400)","10,454","75","75","5,154","43","43","5,300","32","32"
"전라남도 목포시 원산동(4611055800)","12,366","24","24","6,072","10","10","6,294","14","14"
"전라남도 목포시 대성동(4611056500)","4,857","25","25","2,410","15","15","2,447","10","10"
"전라남도 목포시 목원동(4611059500)","7,177","11","11","3,637","5","5","3,540","6","6"
"전라남도 목포시 동명동(4611064000)","5,066","8","8","2,641","4","4","2,425","4","4"
"전라남도 목포시 삼학동(4611064500)","5,860","18","18","2,869","9","9","2,991","9","9"
"전라남도 목포시 만호동(4611065500)","2,602","5","5","1,385","3","3","1,217","2","2"
"전라남도 목포시 유달동(4611066000)","3,948","3","3","2,100","3","3","1,848","0","0"
"전라남도 목포시 죽교동(4611069500)","2,954","3","3","1,528","1","1","1,426","2","2"
"전라남도 목포시 북항동(4611070500)","8,955","26","26","4,480","15","15","4,475","11","11"
"전라남도 목포시 용해동(4611074500)","16,841","51","51","8,276","32","32","8,565","19","19"
"전라남도 목포시 이로동(4611075000)","10,648","49","49","5,240","23","23","5,408","26","26"
"전라남도 목포시 상동(4611075600)","21,656","123","123","10,618","69","69","11,038","54","54"
"전라남도 목포시 하당동(4611075700)","11,782","39","39","6,055","17","17","5,727","22","22"
"전라남도 목포시 신흥동(4611075800)","16,330","73","73","8,100","38","38","8,230","35","35"
"전라남도 목포시 삼향동(4611078000)","4,620","15","15","2,314","9","9","2,306","6","6"
"전라남도 목포시 옥암동(4611079000)","11,278","45","45","5,406","17","17","5,872","28","28"
"전라남도 목포시 부흥동(4611080000)","8,236","27","27","4,009","12","12","4,227","15","15"
"전라남도 목포시 부주동(4611081000)","22,905","77","77","11,478","29","29","11,427","48","48"
"전라남도 여수시 (4613000000)","275,642","1,238","1,238","140,351","618","618","135,291","620","620"
"전라남도 여수시 돌산읍(4613025000)","2,566","2","2","1,298","2","2","1,268","0","0"
"전라남도 여수시 돌산읍우두출장소(4613025100)","8,427","25","25","4,397","12","12","4,030","13","13"
"전라남도 여수시 돌산읍죽포출장소(4613025200)","1,889","4","4","909","2","2","980","2","2"
"전라남도 여수시 소라면(4613031000)","22,077","124","124","11,272","68","68","10,805","56","56"
"전라남도 여수시 율촌면(4613032000)","6,038","13","13","3,138","6","6","2,900","7","7"
"전라남도 여수시 화양면(4613033000)","6,334","7","7","3,245","5","5","3,089","2","2"
"전라남도 여수시 남면(4613034000)","2,730","2","2","1,387","0","0","1,343","2","2"
"전라남도 여수시 화정면(4613035000)","1,323","1","1","669","1","1","654","0","0"
"전라남도 여수시 화정면개도출장소(4613035600)","782","0","0","398","0","0","384","0","0"
"전라남도 여수시 삼산면(4613036000)","2,038","2","2","1,145","2","2","893","0","0"
"전라남도 여수시 동문동(4613051500)","4,482","11","11","2,264","4","4","2,218","7","7"
"전라남도 여수시 한려동(4613053500)","2,938","7","7","1,466","3","3","1,472","4","4"
"전라남도 여수시 중앙동(4613057000)","4,160","10","10","2,082","4","4","2,078","6","6"
"전라남도 여수시 충무동(4613060000)","3,749","5","5","1,918","1","1","1,831","4","4"
"전라남도 여수시 광림동(4613062500)","5,844","14","14","3,028","8","8","2,816","6","6"
"전라남도 여수시 서강동(4613063500)","3,488","4","4","1,721","2","2","1,767","2","2"
"전라남도 여수시 대교동(4613065500)","5,081","9","9","2,555","3","3","2,526","6","6"
"전라남도 여수시 국동(4613067000)","10,881","40","40","5,475","21","21","5,406","19","19"
"전라남도 여수시 월호동(4613068500)","6,639","24","24","3,316","12","12","3,323","12","12"
"전라남도 여수시 여서동(4613070000)","17,448","52","52","8,581","24","24","8,867","28","28"
"전라남도 여수시 문수동(4613071000)","20,103","90","90","10,074","55","55","10,029","35","35"
"전라남도 여수시 미평동(4613073000)","11,138","28","28","5,956","11","11","5,182","17","17"
"전라남도 여수시 둔덕동(4613074000)","9,846","45","45","4,958","24","24","4,888","21","21"
"전라남도 여수시 만덕동(4613076500)","10,287","62","62","5,164","22","22","5,123","40","40"
"전라남도 여수시 쌍봉동(4613078000)","32,188","190","190","16,448","96","96","15,740","94","94"
"전라남도 여수시 시전동(4613079000)","41,552","354","354","20,837","180","180","20,715","174","174"
"전라남도 여수시 여천동(4613080000)","20,348","54","54","10,782","23","23","9,566","31","31"
"전라남도 여수시 주삼동(4613081000)","7,900","57","57","4,040","25","25","3,860","32","32"
"전라남도 여수시 삼일동(4613082000)","2,216","2","2","1,222","2","2","994","0","0"
"전라남도 여수시 묘도동(4613083000)","1,150","0","0","606","0","0","544","0","0"
"전라남도 순천시 (4615000000)","279,593","1,496","1,496","139,482","781","781","140,111","715","715"
"전라남도 순천시 승주읍(4615025000)","2,594","1","1","1,287","0","0","1,307","1","1"
"전라남도 순천시 해룡면(4615031000)","4,341","7","7","2,243","5","5","2,098","2","2"
"전라남도 순천시 해룡면상삼출장소(4615031500)","19,709","102","102","9,781","51","51","9,928","51","51"
"전라남도 순천시 해룡면신대출장소(4615031600)","32,894","398","398","16,732","198","198","16,162","200","200"
"전라남도 순천시 서면(4615032000)","14,182","94","94","7,138","44","44","7,044","50","50"
"전라남도 순천시 황전면(4615033000)","2,881","0","0","1,455","0","0","1,426","0","0"
"전라남도 순천시 월등면(4615034000)","1,771","3","3","842","1","1","929","2","2"
"전라남도 순천시 주암면(4615035000)","3,061","5","5","1,541","2","2","1,520","3","3"
"전라남도 순천시 송광면(4615036000)","1,448","1","1","757","1","1","691","0","0"
"전라남도 순천시 외서면(4615037000)","828","0","0","406","0","0","422","0","0"
"전라남도 순천시 낙안면(4615038000)","3,119","6","6","1,522","2","2","1,597","4","4"
"전라남도 순천시 별량면(4615039000)","5,394","6","6","2,695","3","3","2,699","3","3"
"전라남도 순천시 상사면(4615040000)","2,840","3","3","1,448","1","1","1,392","2","2"
"전라남도 순천시 향동(4615051500)","3,486","4","4","1,711","3","3","1,775","1","1"
"전라남도 순천시 매곡동(4615054000)","6,639","62","62","3,259","30","30","3,380","32","32"
"전라남도 순천시 삼산동(4615055000)","25,150","138","138","12,344","83","83","12,806","55","55"
"전라남도 순천시 조곡동(4615056000)","5,964","16","16","2,987","6","6","2,977","10","10"
"전라남도 순천시 덕연동(4615057000)","42,940","181","181","21,391","109","109","21,549","72","72"
"전라남도 순천시 풍덕동(4615058000)","7,425","16","16","3,693","13","13","3,732","3","3"
"전라남도 순천시 남제동(4615059000)","8,415","14","14","4,258","3","3","4,157","11","11"
"전라남도 순천시 저전동(4615060000)","2,680","6","6","1,310","3","3","1,370","3","3"
"전라남도 순천시 장천동(4615061000)","2,109","2","2","1,116","2","2","993","0","0"
"전라남도 순천시 중앙동(4615062000)","2,913","9","9","1,481","8","8","1,432","1","1"
"전라남도 순천시 도사동(4615063500)","18,042","95","95","9,093","49","49","8,949","46","46"
"전라남도 순천시 왕조1동(4615066100)","40,173","225","225","19,850","114","114","20,323","111","111"
"전라남도 순천시 왕조2동(4615066500)","18,595","102","102","9,142","50","50","9,453","52","52"
"전라남도 나주시 (4617000000)","116,049","658","658","58,541","330","330","57,508","328","328"
"전라남도 나주시 남평읍(4617025000)","11,959","59","59","5,976","27","27","5,983","32","32"
"전라남도 나주시 세지면(4617031000)","2,520","1","1","1,293","1","1","1,227","0","0"
"전라남도 나주시 왕곡면(4617032000)","2,807","3","3","1,466","1","1","1,341","2","2"
"전라남도 나주시 반남면(4617033000)","1,363","2","2","679","1","1","684","1","1"
"전라남도 나주시 공산면(4617034000)","2,223","3","3","1,134","1","1","1,089","2","2"
"전라남도 나주시 동강면(4617035000)","2,366","3","3","1,178","1","1","1,188","2","2"
"전라남도 나주시 다시면(4617036000)","3,506","3","3","1,767","2","2","1,739","1","1"
"전라남도 나주시 문평면(4617037000)","1,872","1","1","920","1","1","952","0","0"
"전라남도 나주시 노안면(4617038000)","4,464","7","7","2,311","3","3","2,153","4","4"
"전라남도 나주시 금천면(4617039000)","4,131","8","8","2,186","3","3","1,945","5","5"
"전라남도 나주시 산포면(4617040000)","3,272","1","1","1,708","0","0","1,564","1","1"
"전라남도 나주시 다도면(4617042000)","1,827","1","1","937","0","0","890","1","1"
"전라남도 나주시 봉황면(4617043000)","4,071","4","4","2,127","2","2","1,944","2","2"
"전라남도 나주시 송월동(4617051000)","7,966","50","50","3,979","27","27","3,987","23","23"
"전라남도 나주시 영강동(4617052000)","2,732","5","5","1,348","2","2","1,384","3","3"
"전라남도 나주시 금남동(4617054000)","4,743","13","13","2,390","8","8","2,353","5","5"
"전라남도 나주시 성북동(4617055000)","8,634","24","24","4,343","15","15","4,291","9","9"
"전라남도 나주시 영산동(4617058000)","3,040","3","3","1,531","1","1","1,509","2","2"
"전라남도 나주시 이창동(4617060000)","3,299","7","7","1,777","4","4","1,522","3","3"
"전라남도 나주시 빛가람동(4617062000)","39,254","460","460","19,491","230","230","19,763","230","230"
"전라남도 광양시 (4623000000)","152,102","836","836","79,450","431","431","72,652","405","405"
"전라남도 광양시 광양읍(4623025000)","48,402","235","235","24,754","120","120","23,648","115","115"
"전라남도 광양시 봉강면(4623031000)","2,159","5","5","1,118","1","1","1,041","4","4"
"전라남도 광양시 옥룡면(4623032000)","3,068","4","4","1,526","3","3","1,542","1","1"
"전라남도 광양시 옥곡면(4623033000)","4,996","35","35","2,562","17","17","2,434","18","18"
"전라남도 광양시 진상면(4623034000)","2,724","4","4","1,375","3","3","1,349","1","1"
"전라남도 광양시 진월면(4623035000)","2,740","2","2","1,359","0","0","1,381","2","2"
"전라남도 광양시 다압면(4623036000)","1,737","1","1","876","1","1","861","0","0"
"전라남도 광양시 골약동(4623051500)","4,669","78","78","2,497","46","46","2,172","32","32"
"전라남도 광양시 중마동(4623053000)","57,264","383","383","30,218","201","201","27,046","182","182"
"전라남도 광양시 광영동(4623054000)","11,535","42","42","6,097","14","14","5,438","28","28"
"전라남도 광양시 금호동(4623055000)","11,106","44","44","6,118","24","24","4,988","20","20"
"전라남도 광양시 태인동(4623057000)","1,702","3","3","950","1","1","752","2","2"
"전라남도 담양군 (4671000000)","46,018","134","134","23,276","64","64","22,742","70","70"
"전라남도 담양군 담양읍(4671025000)","15,268","74","74","7,641","31","31","7,627","43","43"
"전라남도 담양군 봉산면(4671031000)","2,720","5","5","1,408","2","2","1,312","3","3"
"전라남도 담양군 고서면(4671032000)","3,087","6","6","1,563","2","2","1,524","4","4"
"전라남도 담양군 가사문학면(4671033500)","1,203","1","1","606","1","1","597","0","0"
"전라남도 담양군 창평면(4671034000)","3,599","8","8","1,803","6","6","1,796","2","2"
"전라남도 담양군 대덕면(4671035000)","1,869","6","6","959","1","1","910","5","5"
"전라남도 담양군 무정면(4671036000)","2,562","5","5","1,398","1","1","1,164","4","4"
"전라남도 담양군 금성면(4671037000)","2,532","5","5","1,280","3","3","1,252","2","2"
"전라남도 담양군 용면(4671038000)","1,786","4","4","897","2","2","889","2","2"
"전라남도 담양군 월산면(4671039000)","2,393","7","7","1,222","6","6","1,171","1","1"
"전라남도 담양군 수북면(4671040000)","4,675","8","8","2,363","7","7","2,312","1","1"
"전라남도 담양군 대전면(4671041000)","4,324","5","5","2,136","2","2","2,188","3","3"
"전라남도 곡성군 (4672000000)","27,283","37","37","13,458","16","16","13,825","21","21"
"전라남도 곡성군 곡성읍(4672025000)","7,688","20","20","3,721","10","10","3,967","10","10"
"전라남도 곡성군 오곡면(4672031000)","1,824","2","2","898","1","1","926","1","1"
"전라남도 곡성군 삼기면(4672032000)","1,659","0","0","813","0","0","846","0","0"
"전라남도 곡성군 석곡면(4672033000)","2,259","1","1","1,067","0","0","1,192","1","1"
"전라남도 곡성군 목사동면(4672034000)","1,315","1","1","660","1","1","655","0","0"
"전라남도 곡성군 죽곡면(4672035000)","1,848","1","1","899","0","0","949","1","1"
"전라남도 곡성군 고달면(4672036000)","1,147","0","0","576","0","0","571","0","0"
"전라남도 곡성군 옥과면(4672037000)","4,093","7","7","2,069","2","2","2,024","5","5"
"전라남도 곡성군 입면(4672038000)","2,377","4","4","1,213","1","1","1,164","3","3"
"전라남도 곡성군 겸면(4672039000)","1,647","0","0","808","0","0","839","0","0"
"전라남도 곡성군 오산면(4672040000)","1,426","1","1","734","1","1","692","0","0"
"전라남도 구례군 (4673000000)","24,884","73","73","12,148","36","36","12,736","37","37"
"전라남도 구례군 구례읍(4673025000)","10,521","51","51","5,127","24","24","5,394","27","27"
"전라남도 구례군 문척면(4673031000)","1,293","3","3","657","2","2","636","1","1"
"전라남도 구례군 간전면(4673032000)","1,459","4","4","715","2","2","744","2","2"
"전라남도 구례군 토지면(4673033000)","2,466","2","2","1,219","1","1","1,247","1","1"
"전라남도 구례군 마산면(4673034000)","2,553","3","3","1,244","2","2","1,309","1","1"
"전라남도 구례군 광의면(4673035000)","2,238","7","7","1,069","2","2","1,169","5","5"
"전라남도 구례군 용방면(4673036000)","1,415","0","0","675","0","0","740","0","0"
"전라남도 구례군 산동면(4673037000)","2,939","3","3","1,442","3","3","1,497","0","0"
"전라남도 고흥군 (4677000000)","62,293","170","170","30,357","86","86","31,936","84","84"
"전라남도 고흥군 고흥읍(4677025000)","12,606","63","63","6,173","34","34","6,433","29","29"
"전라남도 고흥군 도양읍(4677025300)","9,467","31","31","4,628","14","14","4,839","17","17"
"전라남도 고흥군 도양읍소록출장소(4677025400)","577","3","3","286","2","2","291","1","1"
"전라남도 고흥군 도양읍시산출장소(4677025500)","216","0","0","114","0","0","102","0","0"
"전라남도 고흥군 풍양면(4677031000)","3,046","4","4","1,514","4","4","1,532","0","0"
"전라남도 고흥군 도덕면(4677032000)","2,874","4","4","1,404","1","1","1,470","3","3"
"전라남도 고흥군 금산면(4677033000)","4,214","4","4","2,056","2","2","2,158","2","2"
"전라남도 고흥군 도화면(4677034000)","3,757","8","8","1,821","6","6","1,936","2","2"
"전라남도 고흥군 포두면(4677035000)","4,799","10","10","2,329","5","5","2,470","5","5"
"전라남도 고흥군 봉래면(4677036000)","1,824","5","5","898","3","3","926","2","2"
"전라남도 고흥군 점암면(4677037000)","2,632","3","3","1,256","1","1","1,376","2","2"
"전라남도 고흥군 과역면(4677038000)","3,230","5","5","1,555","2","2","1,675","3","3"
"전라남도 고흥군 남양면(4677039000)","2,253","5","5","1,062","3","3","1,191","2","2"
"전라남도 고흥군 동강면(4677040000)","3,030","4","4","1,495","1","1","1,535","3","3"
"전라남도 고흥군 대서면(4677041000)","2,182","6","6","1,061","3","3","1,121","3","3"
"전라남도 고흥군 두원면(4677042000)","2,933","5","5","1,397","1","1","1,536","4","4"
"전라남도 고흥군 영남면(4677044000)","1,239","8","8","590","4","4","649","4","4"
"전라남도 고흥군 동일면(4677045000)","1,414","2","2","718","0","0","696","2","2"
"전라남도 보성군 (4678000000)","38,834","83","83","18,975","43","43","19,859","40","40"
"전라남도 보성군 보성읍(4678025000)","8,743","39","39","4,268","20","20","4,475","19","19"
"전라남도 보성군 벌교읍(4678025300)","11,254","20","20","5,493","10","10","5,761","10","10"
"전라남도 보성군 노동면(4678031000)","1,084","1","1","521","0","0","563","1","1"
"전라남도 보성군 미력면(4678032000)","1,406","0","0","698","0","0","708","0","0"
"전라남도 보성군 겸백면(4678033000)","1,122","1","1","545","1","1","577","0","0"
"전라남도 보성군 율어면(4678034000)","1,175","0","0","584","0","0","591","0","0"
"전라남도 보성군 복내면(4678035000)","1,592","1","1","756","0","0","836","1","1"
"전라남도 보성군 문덕면(4678036000)","920","1","1","471","0","0","449","1","1"
"전라남도 보성군 조성면(4678037000)","3,598","4","4","1,729","2","2","1,869","2","2"
"전라남도 보성군 득량면(4678038000)","2,698","6","6","1,330","4","4","1,368","2","2"
"전라남도 보성군 득량면예당출장소(4678038500)","1,208","2","2","582","1","1","626","1","1"
"전라남도 보성군 회천면(4678039000)","2,971","5","5","1,476","3","3","1,495","2","2"
"전라남도 보성군 웅치면(4678040000)","1,063","3","3","522","2","2","541","1","1"
"전라남도 화순군 (4679000000)","62,207","163","163","30,758","91","91","31,449","72","72"
"전라남도 화순군 화순읍(4679025000)","39,595","140","140","19,414","78","78","20,181","62","62"
"전라남도 화순군 한천면(4679031000)","905","2","2","470","1","1","435","1","1"
"전라남도 화순군 한천면영외출장소(4679031500)","419","0","0","198","0","0","221","0","0"
"전라남도 화순군 춘양면(4679032000)","1,754","1","1","902","1","1","852","0","0"
"전라남도 화순군 청풍면(4679033000)","1,025","0","0","501","0","0","524","0","0"
"전라남도 화순군 이양면(4679034000)","1,761","3","3","854","1","1","907","2","2"
"전라남도 화순군 능주면(4679035000)","3,075","7","7","1,527","3","3","1,548","4","4"
"전라남도 화순군 도곡면(4679036000)","2,820","6","6","1,409","4","4","1,411","2","2"
"전라남도 화순군 도암면(4679037000)","1,425","0","0","734","0","0","691","0","0"
"전라남도 화순군 이서면(4679038000)","947","0","0","484","0","0","463","0","0"
"전라남도 화순군 백아면(4679039500)","1,560","1","1","784","1","1","776","0","0"
"전라남도 화순군 동복면(4679040000)","1,593","0","0","759","0","0","834","0","0"
"전라남도 화순군 사평면(4679041500)","2,098","2","2","1,072","1","1","1,026","1","1"
"전라남도 화순군 동면(4679042000)","3,230","1","1","1,650","1","1","1,580","0","0"
"전라남도 장흥군 (4680000000)","35,999","125","125","17,543","63","63","18,456","62","62"
"전라남도 장흥군 장흥읍(4680025000)","14,691","74","74","7,170","40","40","7,521","34","34"
"전라남도 장흥군 관산읍(4680025300)","4,746","10","10","2,302","4","4","2,444","6","6"
"전라남도 장흥군 대덕읍(4680025600)","3,233","4","4","1,552","1","1","1,681","3","3"
"전라남도 장흥군 용산면(4680031000)","2,273","11","11","1,106","6","6","1,167","5","5"
"전라남도 장흥군 안양면(4680032000)","2,736","3","3","1,334","1","1","1,402","2","2"
"전라남도 장흥군 장동면(4680033000)","1,193","4","4","578","2","2","615","2","2"
"전라남도 장흥군 장평면(4680034000)","2,036","7","7","981","3","3","1,055","4","4"
"전라남도 장흥군 유치면(4680035000)","1,012","1","1","507","0","0","505","1","1"
"전라남도 장흥군 부산면(4680036000)","1,401","2","2","694","2","2","707","0","0"
"전라남도 장흥군 회진면(4680037000)","2,678","9","9","1,319","4","4","1,359","5","5"
"전라남도 강진군 (4681000000)","33,314","79","79","16,164","38","38","17,150","41","41"
"전라남도 강진군 강진읍(4681025000)","12,997","47","47","6,234","22","22","6,763","25","25"
"전라남도 강진군 군동면(4681031000)","4,401","17","17","2,135","11","11","2,266","6","6"
"전라남도 강진군 칠량면(4681032000)","2,202","2","2","1,074","0","0","1,128","2","2"
"전라남도 강진군 대구면(4681033000)","1,112","2","2","541","1","1","571","1","1"
"전라남도 강진군 도암면(4681034000)","2,414","3","3","1,173","1","1","1,241","2","2"
"전라남도 강진군 신전면(4681035000)","1,724","2","2","843","2","2","881","0","0"
"전라남도 강진군 성전면(4681036000)","2,721","2","2","1,339","0","0","1,382","2","2"
"전라남도 강진군 작천면(4681037000)","1,806","1","1","890","0","0","916","1","1"
"전라남도 강진군 병영면(4681038000)","1,587","0","0","761","0","0","826","0","0"
"전라남도 강진군 옴천면(4681039000)","607","0","0","307","0","0","300","0","0"
"전라남도 강진군 마량면(4681040000)","1,743","3","3","867","1","1","876","2","2"
"전라남도 해남군 (4682000000)","66,336","236","236","32,980","125","125","33,356","111","111"
"전라남도 해남군 해남읍(4682025000)","24,310","128","128","11,959","68","68","12,351","60","60"
"전라남도 해남군 삼산면(4682031000)","2,867","7","7","1,441","4","4","1,426","3","3"
"전라남도 해남군 화산면(4682032000)","3,077","11","11","1,536","6","6","1,541","5","5"
"전라남도 해남군 현산면(4682033000)","2,742","5","5","1,367","3","3","1,375","2","2"
"전라남도 해남군 송지면(4682034000)","5,863","13","13","2,906","7","7","2,957","6","6"
"전라남도 해남군 북평면(4682035000)","2,705","4","4","1,320","2","2","1,385","2","2"
"전라남도 해남군 북일면(4682036000)","1,993","2","2","961","1","1","1,032","1","1"
"전라남도 해남군 옥천면(4682037000)","2,878","3","3","1,458","1","1","1,420","2","2"
"전라남도 해남군 계곡면(4682038000)","2,095","7","7","999","3","3","1,096","4","4"
"전라남도 해남군 마산면(4682039000)","2,327","3","3","1,172","3","3","1,155","0","0"
"전라남도 해남군 황산면(4682040000)","4,573","12","12","2,272","7","7","2,301","5","5"
"전라남도 해남군 산이면(4682041000)","3,611","16","16","1,855","9","9","1,756","7","7"
"전라남도 해남군 문내면(4682042000)","3,883","16","16","1,951","5","5","1,932","11","11"
"전라남도 해남군 화원면(4682043000)","3,412","9","9","1,783","6","6","1,629","3","3"
"전라남도 영암군 (4683000000)","52,898","167","167","27,562","87","87","25,336","80","80"
"전라남도 영암군 영암읍(4683025000)","7,855","20","20","3,885","11","11","3,970","9","9"
"전라남도 영암군 삼호읍(4683025300)","15,251","80","80","8,177","40","40","7,074","40","40"
"전라남도 영암군 삼호읍서부출장소(4683025400)","6,471","21","21","3,837","11","11","2,634","10","10"
"전라남도 영암군 덕진면(4683031000)","1,802","6","6","904","3","3","898","3","3"
"전라남도 영암군 금정면(4683032000)","2,048","2","2","1,025","1","1","1,023","1","1"
"전라남도 영암군 신북면(4683033000)","3,647","7","7","1,831","5","5","1,816","2","2"
"전라남도 영암군 시종면(4683034000)","3,413","8","8","1,754","5","5","1,659","3","3"
"전라남도 영암군 도포면(4683035000)","2,240","6","6","1,159","2","2","1,081","4","4"
"전라남도 영암군 군서면(4683036000)","3,195","8","8","1,553","4","4","1,642","4","4"
"전라남도 영암군 서호면(4683037000)","1,883","1","1","910","1","1","973","0","0"
"전라남도 영암군 학산면(4683038000)","2,922","3","3","1,425","1","1","1,497","2","2"
"전라남도 영암군 미암면(4683039000)","2,171","5","5","1,102","3","3","1,069","2","2"
"전라남도 무안군 (4684000000)","91,097","489","489","45,866","247","247","45,231","242","242"
"전라남도 무안군 무안읍(4684025000)","10,919","43","43","5,443","16","16","5,476","27","27"
"전라남도 무안군 일로읍(4684025300)","16,354","136","136","8,183","73","73","8,171","63","63"
"전라남도 무안군 삼향읍(4684025600)","5,394","5","5","2,865","2","2","2,529","3","3"
"전라남도 무안군 삼향읍남악출장소(4684025800)","35,076","274","274","17,389","149","149","17,687","125","125"
"전라남도 무안군 몽탄면(4684032000)","3,024","4","4","1,505","1","1","1,519","3","3"
"전라남도 무안군 청계면(4684033000)","6,286","9","9","3,280","1","1","3,006","8","8"
"전라남도 무안군 현경면(4684034000)","4,527","4","4","2,320","1","1","2,207","3","3"
"전라남도 무안군 망운면(4684035000)","1,900","5","5","977","1","1","923","4","4"
"전라남도 무안군 해제면(4684036000)","4,781","7","7","2,442","2","2","2,339","5","5"
"전라남도 무안군 운남면(4684037000)","2,836","2","2","1,462","1","1","1,374","1","1"
"전라남도 함평군 (4686000000)","30,952","72","72","15,586","41","41","15,366","31","31"
"전라남도 함평군 함평읍(4686025000)","8,180","25","25","4,034","17","17","4,146","8","8"
"전라남도 함평군 손불면(4686031000)","3,281","7","7","1,668","5","5","1,613","2","2"
"전라남도 함평군 신광면(4686032000)","1,770","4","4","881","2","2","889","2","2"
"전라남도 함평군 학교면(4686033000)","3,642","10","10","1,831","7","7","1,811","3","3"
"전라남도 함평군 엄다면(4686034000)","1,851","6","6","907","3","3","944","3","3"
"전라남도 함평군 대동면(4686035000)","3,078","5","5","1,583","2","2","1,495","3","3"
"전라남도 함평군 나산면(4686036000)","2,765","4","4","1,374","0","0","1,391","4","4"
"전라남도 함평군 해보면(4686037000)","2,749","3","3","1,394","2","2","1,355","1","1"
"전라남도 함평군 월야면(4686038000)","3,636","8","8","1,914","3","3","1,722","5","5"
"전라남도 영광군 (4687000000)","52,348","388","388","26,156","204","204","26,192","184","184"
"전라남도 영광군 영광읍(4687025000)","22,126","215","215","10,890","111","111","11,236","104","104"
"전라남도 영광군 백수읍(4687025300)","4,571","24","24","2,254","9","9","2,317","15","15"
"전라남도 영광군 홍농읍(4687025600)","6,631","57","57","3,495","31","31","3,136","26","26"
"전라남도 영광군 대마면(4687031000)","1,719","7","7","899","6","6","820","1","1"
"전라남도 영광군 묘량면(4687032000)","1,743","8","8","870","5","5","873","3","3"
"전라남도 영광군 불갑면(4687033000)","1,346","15","15","675","9","9","671","6","6"
"전라남도 영광군 군서면(4687034000)","2,292","7","7","1,170","4","4","1,122","3","3"
"전라남도 영광군 군남면(4687035000)","2,329","10","10","1,116","3","3","1,213","7","7"
"전라남도 영광군 염산면(4687036000)","3,906","13","13","1,912","8","8","1,994","5","5"
"전라남도 영광군 법성면(4687037000)","5,082","31","31","2,505","18","18","2,577","13","13"
"전라남도 영광군 낙월면(4687038000)","403","1","1","250","0","0","153","1","1"
"전라남도 영광군 낙월면안마출장소(4687038500)","200","0","0","120","0","0","80","0","0"
"전라남도 장성군 (4688000000)","43,233","124","124","22,210","60","60","21,023","64","64"
"전라남도 장성군 장성읍(4688025000)","13,312","51","51","6,624","27","27","6,688","24","24"
"전라남도 장성군 진원면(4688031000)","3,630","6","6","1,852","3","3","1,778","3","3"
"전라남도 장성군 남면(4688032000)","3,751","5","5","2,029","2","2","1,722","3","3"
"전라남도 장성군 동화면(4688033000)","1,809","5","5","957","4","4","852","1","1"
"전라남도 장성군 삼서면(4688034000)","3,124","4","4","1,680","4","4","1,444","0","0"
"전라남도 장성군 삼계면(4688035000)","5,740","32","32","3,036","12","12","2,704","20","20"
"전라남도 장성군 황룡면(4688036000)","4,022","9","9","2,045","4","4","1,977","5","5"
"전라남도 장성군 서삼면(4688037000)","1,540","4","4","807","3","3","733","1","1"
"전라남도 장성군 북일면(4688038000)","1,366","2","2","683","0","0","683","2","2"
"전라남도 장성군 북이면(4688039000)","2,763","5","5","1,368","1","1","1,395","4","4"
"전라남도 장성군 북하면(4688040000)","2,176","1","1","1,129","0","0","1,047","1","1"
"전라남도 완도군 (4689000000)","47,955","165","165","24,157","91","91","23,798","74","74"
"전라남도 완도군 완도읍(4689025000)","17,653","74","74","8,868","43","43","8,785","31","31"
"전라남도 완도군 금일읍(4689025300)","3,580","15","15","1,811","6","6","1,769","9","9"
"전라남도 완도군 노화읍(4689025600)","4,207","18","18","2,119","9","9","2,088","9","9"
"전라남도 완도군 노화읍넙도출장소(4689029000)","756","2","2","413","1","1","343","1","1"
"전라남도 완도군 군외면(4689031000)","3,126","4","4","1,588","2","2","1,538","2","2"
"전라남도 완도군 신지면(4689032000)","3,290","8","8","1,682","4","4","1,608","4","4"
"전라남도 완도군 고금면(4689033000)","4,129","12","12","2,024","9","9","2,105","3","3"
"전라남도 완도군 약산면(4689034000)","2,209","4","4","1,139","2","2","1,070","2","2"
"전라남도 완도군 청산면(4689035000)","2,060","4","4","1,011","3","3","1,049","1","1"
"전라남도 완도군 청산면모도출장소(4689035500)","213","0","0","110","0","0","103","0","0"
"전라남도 완도군 소안면(4689036000)","2,415","9","9","1,195","4","4","1,220","5","5"
"전라남도 완도군 금당면(4689037000)","935","1","1","462","1","1","473","0","0"
"전라남도 완도군 보길면(4689038000)","2,594","12","12","1,317","6","6","1,277","6","6"
"전라남도 완도군 생일면(4689039000)","788","2","2","418","1","1","370","1","1"
"전라남도 진도군 (4690000000)","29,686","108","108","14,739","50","50","14,947","58","58"
