"행정구역","2022년08월_계_총인구수","2022년08월_계_연령구간인구수","2022년08월_계_0세","2022년08월_남_총인구수","2022년08월_남_연령구간인구수","2022년08월_남_0세","2022년08월_여_총인구수","2022년08월_여_연령구간인구수","2022년08월_여_0세"
"강원도 춘천시 후평3동(4211061100)","20,416","134","134","9,700","65","65","10,716","69","69"
"강원도 춘천시 효자1동(4211062000)","4,329","17","17","2,160","7","7","2,169","10","10"
"강원도 춘천시 효자2동(4211063000)","11,951","27","27","6,303","16","16","5,648","11","11"
"강원도 춘천시 효자3동(4211064000)","4,403","11","11","2,205","5","5","2,198","6","6"
"강원도 춘천시 석사동(4211065000)","34,033","138","138","16,769","74","74","17,264","64","64"
"강원도 춘천시 퇴계동(4211066000)","47,958","262","262","23,092","133","133","24,866","129","129"
"강원도 춘천시 강남동(4211067500)","25,322","190","190","12,365","99","99","12,957","91","91"
"강원도 춘천시 신사우동(4211070500)","24,858","220","220","12,471","98","98","12,387","122","122"
"강원도 원주시 (4213000000)","360,051","1,944","1,944","178,471","973","973","181,580","971","971"
"강원도 원주시 문막읍(4213025000)","18,101","68","68","9,233","40","40","8,868","28","28"
"강원도 원주시 소초면(4213031000)","8,444","37","37","4,519","20","20","3,925","17","17"
"강원도 원주시 호저면(4213032000)","3,640","3","3","1,911","1","1","1,729","2","2"
"강원도 원주시 지정면(4213033000)","29,113","438","438","14,340","223","223","14,773","215","215"
"강원도 원주시 부론면(4213035000)","2,229","1","1","1,130","1","1","1,099","0","0"
"강원도 원주시 귀래면(4213036000)","2,185","3","3","1,123","3","3","1,062","0","0"
"강원도 원주시 흥업면(4213037000)","9,381","32","32","4,980","16","16","4,401","16","16"
"강원도 원주시 판부면(4213038000)","7,305","26","26","3,878","13","13","3,427","13","13"
"강원도 원주시 신림면(4213039000)","3,557","4","4","1,821","1","1","1,736","3","3"
"강원도 원주시 중앙동(4213051500)","2,484","4","4","1,313","2","2","1,171","2","2"
"강원도 원주시 원인동(4213052000)","4,252","5","5","2,007","4","4","2,245","1","1"
"강원도 원주시 개운동(4213053000)","12,656","42","42","6,048","14","14","6,608","28","28"
"강원도 원주시 명륜1동(4213054100)","8,198","22","22","3,927","10","10","4,271","12","12"
"강원도 원주시 명륜2동(4213054200)","17,987","69","69","8,674","34","34","9,313","35","35"
"강원도 원주시 단구동(4213055000)","44,005","204","204","21,608","98","98","22,397","106","106"
"강원도 원주시 일산동(4213056000)","8,505","28","28","4,089","14","14","4,416","14","14"
"강원도 원주시 학성동(4213057500)","4,564","11","11","2,247","3","3","2,317","8","8"
"강원도 원주시 단계동(4213059000)","28,657","192","192","13,943","92","92","14,714","100","100"
"강원도 원주시 우산동(4213060000)","13,494","47","47","7,142","27","27","6,352","20","20"
"강원도 원주시 태장1동(4213061000)","10,218","40","40","5,101","19","19","5,117","21","21"
"강원도 원주시 태장2동(4213062000)","24,683","113","113","12,338","60","60","12,345","53","53"
"강원도 원주시 봉산동(4213063500)","7,740","18","18","3,825","8","8","3,915","10","10"
"강원도 원주시 행구동(4213065000)","8,845","36","36","4,366","22","22","4,479","14","14"
"강원도 원주시 무실동(4213066000)","35,167","191","191","17,184","96","96","17,983","95","95"
"강원도 원주시 반곡관설동(4213067500)","44,641","310","310","21,724","152","152","22,917","158","158"
"강원도 강릉시 (4215000000)","212,099","891","891","105,222","480","480","106,877","411","411"
"강원도 강릉시 주문진읍(4215025000)","16,595","52","52","8,086","30","30","8,509","22","22"
"강원도 강릉시 성산면(4215031000)","3,481","4","4","1,778","2","2","1,703","2","2"
"강원도 강릉시 왕산면(4215032000)","1,572","4","4","839","3","3","733","1","1"
"강원도 강릉시 구정면(4215033000)","4,268","7","7","2,170","6","6","2,098","1","1"
"강원도 강릉시 강동면(4215034000)","4,121","7","7","2,178","4","4","1,943","3","3"
"강원도 강릉시 옥계면(4215035000)","3,440","7","7","1,763","3","3","1,677","4","4"
"강원도 강릉시 사천면(4215036000)","4,738","11","11","2,428","7","7","2,310","4","4"
"강원도 강릉시 연곡면(4215037000)","6,303","18","18","3,183","14","14","3,120","4","4"
"강원도 강릉시 홍제동(4215051000)","15,039","98","98","7,348","54","54","7,691","44","44"
"강원도 강릉시 중앙동(4215052000)","4,726","12","12","2,259","7","7","2,467","5","5"
"강원도 강릉시 옥천동(4215054000)","3,313","6","6","1,713","4","4","1,600","2","2"
"강원도 강릉시 교1동(4215055000)","25,614","105","105","12,486","58","58","13,128","47","47"
"강원도 강릉시 교2동(4215056000)","7,660","29","29","3,806","17","17","3,854","12","12"
"강원도 강릉시 포남1동(4215057100)","10,525","19","19","5,146","10","10","5,379","9","9"
"강원도 강릉시 포남2동(4215057200)","12,694","48","48","6,211","24","24","6,483","24","24"
"강원도 강릉시 초당동(4215058000)","4,665","9","9","2,260","3","3","2,405","6","6"
"강원도 강릉시 송정동(4215059000)","9,931","69","69","4,773","35","35","5,158","34","34"
"강원도 강릉시 내곡동(4215060000)","16,622","103","103","8,385","56","56","8,237","47","47"
"강원도 강릉시 강남동(4215061500)","17,612","53","53","8,845","30","30","8,767","23","23"
"강원도 강릉시 성덕동(4215064500)","27,875","162","162","13,800","80","80","14,075","82","82"
"강원도 강릉시 경포동(4215066500)","11,305","68","68","5,765","33","33","5,540","35","35"
"강원도 동해시 (4217000000)","89,699","358","358","45,612","181","181","44,087","177","177"
"강원도 동해시 천곡동(4217051000)","30,561","148","148","15,186","74","74","15,375","74","74"
"강원도 동해시 송정동(4217052000)","3,659","8","8","2,013","4","4","1,646","4","4"
"강원도 동해시 북삼동(4217053000)","19,737","82","82","10,275","39","39","9,462","43","43"
"강원도 동해시 부곡동(4217054000)","4,898","6","6","2,390","3","3","2,508","3","3"
"강원도 동해시 동호동(4217055000)","5,050","12","12","2,538","5","5","2,512","7","7"
"강원도 동해시 발한동(4217057000)","3,265","2","2","1,655","1","1","1,610","1","1"
"강원도 동해시 묵호동(4217059000)","2,982","4","4","1,482","1","1","1,500","3","3"
"강원도 동해시 북평동(4217060000)","13,397","84","84","6,900","49","49","6,497","35","35"
"강원도 동해시 망상동(4217063000)","3,417","9","9","1,736","4","4","1,681","5","5"
"강원도 동해시 삼화동(4217065000)","2,733","3","3","1,437","1","1","1,296","2","2"
"강원도 태백시 (4219000000)","39,940","112","112","20,184","60","60","19,756","52","52"
"강원도 태백시 황지동(4219051500)","5,953","16","16","2,940","8","8","3,013","8","8"
"강원도 태백시 황연동(4219052500)","4,169","11","11","2,115","7","7","2,054","4","4"
"강원도 태백시 삼수동(4219053500)","5,560","18","18","2,844","10","10","2,716","8","8"
"강원도 태백시 상장동(4219054000)","12,826","44","44","6,462","25","25","6,364","19","19"
"강원도 태백시 문곡소도동(4219058500)","3,756","10","10","1,888","5","5","1,868","5","5"
"강원도 태백시 장성동(4219059500)","3,280","9","9","1,624","4","4","1,656","5","5"
"강원도 태백시 구문소동(4219060500)","2,424","1","1","1,273","0","0","1,151","1","1"
"강원도 태백시 철암동(4219061500)","1,972","3","3","1,038","1","1","934","2","2"
"강원도 속초시 (4221000000)","82,974","386","386","41,131","198","198","41,843","188","188"
"강원도 속초시 영랑동(4221051000)","4,363","7","7","2,277","7","7","2,086","0","0"
"강원도 속초시 동명동(4221052000)","3,450","8","8","1,737","3","3","1,713","5","5"
"강원도 속초시 금호동(4221054000)","6,020","16","16","2,970","8","8","3,050","8","8"
"강원도 속초시 교동(4221056000)","9,459","32","32","4,649","14","14","4,810","18","18"
"강원도 속초시 노학동(4221057000)","21,719","87","87","10,834","44","44","10,885","43","43"
"강원도 속초시 조양동(4221058000)","29,886","208","208","14,555","104","104","15,331","104","104"
"강원도 속초시 청호동(4221059000)","4,977","22","22","2,503","14","14","2,474","8","8"
"강원도 속초시 대포동(4221060000)","3,100","6","6","1,606","4","4","1,494","2","2"
"강원도 삼척시 (4223000000)","63,760","293","293","32,285","138","138","31,475","155","155"
"강원도 삼척시 도계읍(4223025000)","9,567","14","14","4,789","8","8","4,778","6","6"
"강원도 삼척시 원덕읍(4223025300)","3,211","6","6","1,697","2","2","1,514","4","4"
"강원도 삼척시 원덕읍임원출장소(4223025400)","1,666","5","5","837","1","1","829","4","4"
"강원도 삼척시 근덕면(4223031000)","4,986","6","6","2,567","3","3","2,419","3","3"
"강원도 삼척시 하장면(4223032000)","1,278","4","4","695","4","4","583","0","0"
"강원도 삼척시 노곡면(4223033000)","709","1","1","388","1","1","321","0","0"
"강원도 삼척시 미로면(4223034000)","1,802","5","5","935","2","2","867","3","3"
"강원도 삼척시 가곡면(4223035000)","668","1","1","342","0","0","326","1","1"
"강원도 삼척시 신기면(4223036000)","661","1","1","358","0","0","303","1","1"
"강원도 삼척시 남양동(4223051000)","7,156","21","21","3,517","8","8","3,639","13","13"
"강원도 삼척시 교동(4223053000)","15,765","140","140","8,029","65","65","7,736","75","75"
"강원도 삼척시 정라동(4223054000)","8,571","59","59","4,342","29","29","4,229","30","30"
"강원도 삼척시 성내동(4223057000)","7,720","30","30","3,789","15","15","3,931","15","15"
"강원도 홍천군 (4272000000)","67,789","248","248","34,835","122","122","32,954","126","126"
"강원도 홍천군 홍천읍(4272025000)","33,586","163","163","16,928","84","84","16,658","79","79"
"강원도 홍천군 화촌면(4272031000)","4,470","11","11","2,374","5","5","2,096","6","6"
"강원도 홍천군 두촌면(4272032000)","2,428","2","2","1,212","0","0","1,216","2","2"
"강원도 홍천군 내촌면(4272033000)","2,417","4","4","1,259","0","0","1,158","4","4"
"강원도 홍천군 서석면(4272034000)","3,700","8","8","1,900","3","3","1,800","5","5"
"강원도 홍천군 영귀미면(4272035200)","4,142","7","7","2,144","2","2","1,998","5","5"
"강원도 홍천군 남면(4272036000)","6,095","31","31","3,260","19","19","2,835","12","12"
"강원도 홍천군 서면(4272037000)","3,817","5","5","1,999","2","2","1,818","3","3"
"강원도 홍천군 북방면(4272038000)","4,019","6","6","2,097","1","1","1,922","5","5"
"강원도 홍천군 내면(4272039000)","3,115","11","11","1,662","6","6","1,453","5","5"
"강원도 횡성군 (4273000000)","46,543","125","125","23,894","69","69","22,649","56","56"
"강원도 횡성군 횡성읍(4273025000)","20,996","101","101","10,580","57","57","10,416","44","44"
"강원도 횡성군 우천면(4273031000)","4,424","5","5","2,329","3","3","2,095","2","2"
"강원도 횡성군 안흥면(4273032000)","3,149","1","1","1,634","1","1","1,515","0","0"
"강원도 횡성군 둔내면(4273033000)","5,890","13","13","3,066","6","6","2,824","7","7"
"강원도 횡성군 갑천면(4273034000)","2,437","1","1","1,252","1","1","1,185","0","0"
"강원도 횡성군 청일면(4273035000)","2,376","1","1","1,210","0","0","1,166","1","1"
"강원도 횡성군 공근면(4273036000)","3,450","2","2","1,789","1","1","1,661","1","1"
"강원도 횡성군 서원면(4273037000)","2,068","1","1","1,106","0","0","962","1","1"
"강원도 횡성군 강림면(4273038000)","1,753","0","0","928","0","0","825","0","0"
"강원도 영월군 (4275000000)","37,904","88","88","19,634","51","51","18,270","37","37"
"강원도 영월군 영월읍(4275025000)","20,822","72","72","10,641","42","42","10,181","30","30"
"강원도 영월군 상동읍(4275025300)","1,001","0","0","521","0","0","480","0","0"
"강원도 영월군 산솔면(4275031200)","1,418","0","0","763","0","0","655","0","0"
"강원도 영월군 김삿갓면(4275032500)","1,730","0","0","908","0","0","822","0","0"
"강원도 영월군 북면(4275033000)","2,062","5","5","1,075","4","4","987","1","1"
"강원도 영월군 남면(4275034000)","2,204","1","1","1,179","0","0","1,025","1","1"
"강원도 영월군 한반도면(4275035500)","1,210","1","1","664","1","1","546","0","0"
"강원도 영월군 한반도면쌍용출장소(4275035900)","1,625","2","2","885","1","1","740","1","1"
"강원도 영월군 주천면(4275036000)","3,756","6","6","1,920","3","3","1,836","3","3"
"강원도 영월군 무릉도원면(4275038000)","2,076","1","1","1,078","0","0","998","1","1"
"강원도 평창군 (4276000000)","41,112","89","89","21,206","43","43","19,906","46","46"
"강원도 평창군 평창읍(4276025000)","8,432","18","18","4,328","8","8","4,104","10","10"
"강원도 평창군 미탄면(4276031000)","1,625","3","3","864","1","1","761","2","2"
"강원도 평창군 방림면(4276032000)","843","2","2","434","1","1","409","1","1"
"강원도 평창군 방림면계촌출장소(4276032500)","1,708","0","0","880","0","0","828","0","0"
"강원도 평창군 대화면(4276033000)","5,163","10","10","2,639","5","5","2,524","5","5"
"강원도 평창군 봉평면(4276034000)","5,803","17","17","3,052","10","10","2,751","7","7"
"강원도 평창군 용평면(4276035000)","3,097","7","7","1,570","4","4","1,527","3","3"
"강원도 평창군 진부면(4276036000)","8,518","17","17","4,303","7","7","4,215","10","10"
"강원도 평창군 대관령면(4276038000)","5,923","15","15","3,136","7","7","2,787","8","8"
"강원도 정선군 (4277000000)","35,210","95","95","18,372","41","41","16,838","54","54"
"강원도 정선군 정선읍(4277025000)","10,225","33","33","5,241","15","15","4,984","18","18"
"강원도 정선군 고한읍(4277025300)","4,317","24","24","2,269","10","10","2,048","14","14"
"강원도 정선군 사북읍(4277025600)","4,620","13","13","2,434","5","5","2,186","8","8"
"강원도 정선군 신동읍(4277025900)","1,780","3","3","940","0","0","840","3","3"
