,결과,득점_득점,공격종합성공률,후위성공률,퀵오픈성공률,서브성공률,디그성공률,세트성공률,리시브성공률,블로킹성공률,팀명_GS칼텍스,팀명_IBK기업은행,팀명_KGC인삼공사,팀명_페퍼저축은행,팀명_한국도로공사,팀명_현대건설,팀명_흥국생명,상대팀_GS칼텍스,상대팀_IBK기업은행,상대팀_KGC인삼공사,상대팀_페퍼저축은행,상대팀_한국도로공사,상대팀_현대건설,상대팀_흥국생명
48,0,76,0.35260115606936415,0.3333333333333333,0.4897959183673469,0.041666666666666664,0.8048780487804879,0.3277777777777778,0.422680412371134,0.11224489795918367,1,0,0,0,0,0,0,0,0,0,0,1,0,0
49,1,81,0.38636363636363635,0.4444444444444444,0.5208333333333334,0.031578947368421054,0.8294573643410853,0.3551912568306011,0.4266666666666667,0.11627906976744186,1,0,0,0,0,0,0,0,0,1,0,0,0,0
50,0,64,0.3352941176470588,0.3,0.22580645161290322,0.0379746835443038,0.856,0.292817679558011,0.38636363636363635,0.05063291139240506,1,0,0,0,0,0,0,0,1,0,0,0,0,0
51,0,46,0.3008130081300813,0.4444444444444444,0.48484848484848486,0.03571428571428571,0.8192771084337349,0.3008849557522124,0.3582089552238806,0.12280701754385964,1,0,0,0,0,0,0,0,0,0,0,1,0,0
52,0,65,0.42276422764227645,0.5,0.4782608695652174,0.060240963855421686,0.7558139534883721,0.38461538461538464,0.345679012345679,0.16,1,0,0,0,0,0,0,0,0,0,0,0,1,0
53,1,70,0.39436619718309857,0.5,0.3170731707317073,0.022222222222222223,0.8105263157894737,0.375,0.5394736842105263,0.18181818181818182,1,0,0,0,0,0,0,0,0,1,0,0,0,0
54,0,47,0.3389830508474576,0.46153846153846156,0.358974358974359,0.06,0.8133333333333334,0.3089430894308943,0.5142857142857142,0.11428571428571428,1,0,0,0,0,0,0,0,0,0,0,1,0,0
55,0,78,0.3631578947368421,0.4074074074074074,0.4,0.020833333333333332,0.875,0.358974358974359,0.40816326530612246,0.08139534883720931,1,0,0,0,0,0,0,0,1,0,0,0,0,0
56,1,79,0.41509433962264153,0.1111111111111111,0.42857142857142855,0.08045977011494253,0.8411214953271028,0.40540540540540543,0.45454545454545453,0.08571428571428572,1,0,0,0,0,0,0,0,1,0,0,0,0,0
57,0,57,0.376,0.14285714285714285,0.36363636363636365,0.07575757575757576,0.8045977011494253,0.33858267716535434,0.3582089552238806,0.10638297872340426,1,0,0,0,0,0,0,0,0,0,0,0,0,1
58,1,60,0.5257731958762887,0.6470588235294118,0.4642857142857143,0.045454545454545456,0.890625,0.5,0.4,0.11538461538461539,1,0,0,0,0,0,0,0,0,0,0,0,1,0
59,0,69,0.3741935483870968,0.2857142857142857,0.4583333333333333,0.0,0.8279569892473119,0.3625,0.4482758620689655,0.14666666666666667,1,0,0,0,0,0,0,0,0,0,0,1,0,0
60,0,77,0.3736842105263158,0.4074074074074074,0.3870967741935484,0.010752688172043012,0.8245614035087719,0.3684210526315789,0.4727272727272727,0.05952380952380952,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61,1,89,0.3743016759776536,0.26666666666666666,0.5,0.07547169811320754,0.904,0.33157894736842103,0.3707865168539326,0.14893617021276595,1,0,0,0,0,0,0,0,0,0,0,1,0,0
